id,trips,trip_length,trips_new,drop_ratio,tagging_num,delete_nums,tagging_labels,num_labels,trips_sparse
995125,"496,19257786.192795027,3469379.534310792,1478421623;527,19257474.350582995,3469610.654470794,1478421648;526,19257182.02650591,3469739.4797333465,1478421668;525,19256871.24144858,3469777.298098267,1478421692;524,19256595.19218167,3469817.8920210367,1478421710;523,19256285.743227787,3469857.9437000044,1478421730;554,19255896.137538824,3469908.7099714465,1478421746;553,19255634.10171748,3469942.122181509,1478421761;552,19255379.84508463,3469974.6505359584,1478421773;551,19255010.618962426,3470022.06617646,1478421792;550,19254776.71520878,3470060.220965406,1478421803;549,19254469.81553257,3470094.6249904623,1478421818;548,19254193.518710326,3470096.9798308844,1478421836;547,19253891.056634285,3470118.4375755326,1478421849;546,19253566.752621107,3470103.889038374,1478421864",15,"184,19257786.192795027,3469379.534310792, 1478421623;163,19257474.350582995,3469610.654470794, 1478421648;162,19257182.02650591,3469739.4797333465, 1478421668;161,19256871.24144858,3469777.298098267, 1478421692;160,19256595.19218167,3469817.8920210367, 1478421710;159,19256285.743227787,3469857.9437000044, 1478421730;81,19255896.137538824,3469908.7099714465, 1478421746;82,19255634.10171748,3469942.122181509, 1478421761;83,19255379.84508463,3469974.6505359584, 1478421773;84,19255010.618962426,3470022.06617646, 1478421792;7,19254776.71520878,3470060.220965406, 1478421803;85,19254469.81553257,3470094.6249904623, 1478421818;86,19254193.518710326,3470096.9798308844, 1478421836;87,19253891.056634285,3470118.4375755326, 1478421849;88,19253566.752621107,3470103.889038374, 1478421864",0.5,1,7,"[7, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0]","[[184, 19257786.192795027, 3469379.534310792, 1478421623], [83, 19255379.84508463, 3469974.6505359584, 1478421773], [84, 19255010.618962426, 3470022.06617646, 1478421792], [7, 19254776.71520878, 3470060.220965406, 1478421803], [85, 19254469.81553257, 3470094.6249904623, 1478421818], [86, 19254193.518710326, 3470096.9798308844, 1478421836], [87, 19253891.056634285, 3470118.4375755326, 1478421849], [88, 19253566.752621107, 3470103.889038374, 1478421864]]"
2616664,"37,19254450.74074728,3465379.935870194,1478622088;69,19254468.54536782,3465406.2501175166,1478622148;70,19254508.88587441,3465499.2624290623,1478622163;134,19254580.898091216,3466231.14266374,1478622235;166,19254590.183112785,3466318.754805317,1478622250;198,19254619.65332816,3466612.1085545886,1478622277;230,19254652.46407202,3467017.667440217,1478622319;262,19254666.152649548,3467201.4342906973,1478622358;294,19254698.045786794,3467507.008654924,1478622430;295,19254816.13236826,3467652.17043944,1478622466;263,19255036.328427818,3467496.284240721,1478622514;264,19255118.315163817,3467442.1708728783,1478622541",12,"414,19254450.74074728,3465379.935870194, 1478622088;413,19254468.54536782,3465406.2501175166, 1478622148;40,19254508.88587441,3465499.2624290623, 1478622163;114,19254580.898091216,3466231.14266374, 1478622235;113,19254590.183112785,3466318.754805317, 1478622250;112,19254619.65332816,3466612.1085545886, 1478622277;111,19254652.46407202,3467017.667440217, 1478622319;282,19254666.152649548,3467201.4342906973, 1478622358;245,19254698.045786794,3467507.008654924, 1478622430;76,19254816.13236826,3467652.17043944, 1478622466;355,19255036.328427818,3467496.284240721, 1478622514;78,19255118.315163817,3467442.1708728783, 1478622541",0.2,1,2,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","[[414, 19254450.74074728, 3465379.935870194, 1478622088], [413, 19254468.54536782, 3465406.2501175166, 1478622148], [40, 19254508.88587441, 3465499.2624290623, 1478622163], [114, 19254580.898091216, 3466231.14266374, 1478622235], [113, 19254590.183112785, 3466318.754805317, 1478622250], [112, 19254619.65332816, 3466612.1085545886, 1478622277], [111, 19254652.46407202, 3467017.667440217, 1478622319], [76, 19254816.13236826, 3467652.17043944, 1478622466], [355, 19255036.328427818, 3467496.284240721, 1478622514], [78, 19255118.315163817, 3467442.1708728783, 1478622541]]"
6423025,"162,19253317.997454725,3466564.096473458,1478001037;163,19253628.91129194,3466363.0449487194,1478001061;131,19253773.341138247,3466297.986457506,1478001106;132,19253917.50150062,3466280.7475802503,1478001124;133,19254240.15418781,3466053.3890907555,1478001278;101,19254353.92862597,3465902.184567565,1478001292;102,19254510.05267515,3465718.645895679,1478001422;70,19254581.907117404,3465695.299388856,1478001435;71,19254810.226410706,3465666.982791305,1478001457;72,19255110.566376507,3465641.514436908,1478001476;73,19255414.56540352,3465613.392275076,1478001540",11,"33,19253317.997454725,3466564.096473458, 1478001037;34,19253628.91129194,3466363.0449487194, 1478001061;35,19253773.341138247,3466297.986457506, 1478001106;36,19253917.50150062,3466280.7475802503, 1478001124;37,19254240.15418781,3466053.3890907555, 1478001278;38,19254353.92862597,3465902.184567565, 1478001292;39,19254510.05267515,3465718.645895679, 1478001422;40,19254581.907117404,3465695.299388856, 1478001435;41,19254810.226410706,3465666.982791305, 1478001457;42,19255110.566376507,3465641.514436908, 1478001476;43,19255414.56540352,3465613.392275076, 1478001540",0.5,2,4,"[0, 0, 2, 0, 2, 0, 0]","[0, 0, 2, 0, 2, 0, 0]","[[33, 19253317.997454725, 3466564.096473458, 1478001037], [34, 19253628.91129194, 3466363.0449487194, 1478001061], [35, 19253773.341138247, 3466297.986457506, 1478001106], [38, 19254353.92862597, 3465902.184567565, 1478001292], [39, 19254510.05267515, 3465718.645895679, 1478001422], [42, 19255110.566376507, 3465641.514436908, 1478001476], [43, 19255414.56540352, 3465613.392275076, 1478001540]]"
2980628,"740,19254140.351923257,3471957.464748852,1478532269;741,19254208.55690908,3471953.8344939896,1478532375;709,19254267.913913053,3471682.820535972,1478532399;677,19254452.06988873,3471388.9023719328,1478532475;678,19254518.504326988,3471286.5401576376,1478532490;646,19254647.86773602,3471093.620562458,1478532541;614,19254794.4254148,3470771.268862183,1478532574;582,19254770.44888917,3470474.991131789,1478532643;550,19254726.55617984,3470184.50433875,1478532742;551,19254828.566954967,3470025.593928678,1478532790;552,19255119.6947866,3469981.7610986186,1478532809;553,19255429.60205552,3469947.1173206693,1478532838;554,19255723.548825093,3469909.879491524,1478532859",13,"510,19254140.351923257,3471957.464748852, 1478532269;0,19254208.55690908,3471953.8344939896, 1478532375;1,19254267.913913053,3471682.820535972, 1478532399;2,19254452.06988873,3471388.9023719328, 1478532475;3,19254518.504326988,3471286.5401576376, 1478532490;4,19254647.86773602,3471093.620562458, 1478532541;5,19254794.4254148,3470771.268862183, 1478532574;6,19254770.44888917,3470474.991131789, 1478532643;7,19254726.55617984,3470184.50433875, 1478532742;84,19254828.566954967,3470025.593928678, 1478532790;83,19255119.6947866,3469981.7610986186, 1478532809;82,19255429.60205552,3469947.1173206693, 1478532838;81,19255723.548825093,3469909.879491524, 1478532859",0.2,2,2,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[[510, 19254140.351923257, 3471957.464748852, 1478532269], [0, 19254208.55690908, 3471953.8344939896, 1478532375], [1, 19254267.913913053, 3471682.820535972, 1478532399], [2, 19254452.06988873, 3471388.9023719328, 1478532475], [3, 19254518.504326988, 3471286.5401576376, 1478532490], [5, 19254794.4254148, 3470771.268862183, 1478532574], [6, 19254770.44888917, 3470474.991131789, 1478532643], [7, 19254726.55617984, 3470184.50433875, 1478532742], [83, 19255119.6947866, 3469981.7610986186, 1478532809], [82, 19255429.60205552, 3469947.1173206693, 1478532838], [81, 19255723.548825093, 3469909.879491524, 1478532859]]"
432204,"546,19253310.343457934,3469974.2967541697,1478188219;547,19253633.51077232,3470087.911178691,1478188243;548,19253905.43335916,3470090.5508253104,1478188267;549,19254223.50423496,3470068.364660574,1478188393;550,19254522.539505064,3470050.78410713,1478188465;551,19254824.69731248,3470026.0559419915,1478188534;552,19255105.885891832,3469981.1326930006,1478188570;520,19255254.17033876,3469898.629650932,1478188588;552,19255256.40652588,3469917.698466957,1478188603;553,19255455.326341134,3469965.664985273,1478188690;554,19255729.75054441,3469912.554344056,1478188735;522,19255851.575538594,3469896.9427740206,1478188831;523,19256025.550477628,3469874.0139628584,1478188852",13,"88,19253310.343457934,3469974.2967541697, 1478188219;87,19253633.51077232,3470087.911178691, 1478188243;86,19253905.43335916,3470090.5508253104, 1478188267;85,19254223.50423496,3470068.364660574, 1478188393;7,19254522.539505064,3470050.78410713, 1478188465;84,19254824.69731248,3470026.0559419915, 1478188534;83,19255105.885891832,3469981.1326930006, 1478188570;335,19255254.17033876,3469898.629650932, 1478188588;83,19255256.40652588,3469917.698466957, 1478188603;82,19255455.326341134,3469965.664985273, 1478188690;81,19255729.75054441,3469912.554344056, 1478188735;158,19255851.575538594,3469896.9427740206, 1478188831;159,19256025.550477628,3469874.0139628584, 1478188852",0.3,2,3,"[0, 0, 1, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 2, 0, 0, 0, 0, 0]","[[88, 19253310.343457934, 3469974.2967541697, 1478188219], [87, 19253633.51077232, 3470087.911178691, 1478188243], [86, 19253905.43335916, 3470090.5508253104, 1478188267], [7, 19254522.539505064, 3470050.78410713, 1478188465], [84, 19254824.69731248, 3470026.0559419915, 1478188534], [83, 19255256.40652588, 3469917.698466957, 1478188603], [82, 19255455.326341134, 3469965.664985273, 1478188690], [81, 19255729.75054441, 3469912.554344056, 1478188735], [158, 19255851.575538594, 3469896.9427740206, 1478188831], [159, 19256025.550477628, 3469874.0139628584, 1478188852]]"
3274087,"678,19254541.6593782,3471099.50143548,1478729919;646,19254648.70324372,3471092.383195602,1478729949;614,19254794.02452028,3470792.927806607,1478729991;582,19254772.995616097,3470488.3359595225,1478730060;550,19254728.576391354,3470193.362404649,1478730081;549,19254498.964386296,3470092.276430529,1478730113;548,19254199.23041185,3470112.220615273,1478730129;547,19253888.06549221,3470134.721485644,1478730267;546,19253573.826232664,3470122.3779859007,1478730297;545,19253297.376854133,3470022.4958748,1478730321",10,"3,19254541.6593782,3471099.50143548, 1478729919;4,19254648.70324372,3471092.383195602, 1478729949;5,19254794.02452028,3470792.927806607, 1478729991;6,19254772.995616097,3470488.3359595225, 1478730060;7,19254728.576391354,3470193.362404649, 1478730081;85,19254498.964386296,3470092.276430529, 1478730113;86,19254199.23041185,3470112.220615273, 1478730129;87,19253888.06549221,3470134.721485644, 1478730267;88,19253573.826232664,3470122.3779859007, 1478730297;89,19253297.376854133,3470022.4958748, 1478730321",0.3,1,3,"[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[[3, 19254541.6593782, 3471099.50143548, 1478729919], [4, 19254648.70324372, 3471092.383195602, 1478729949], [5, 19254794.02452028, 3470792.927806607, 1478729991], [6, 19254772.995616097, 3470488.3359595225, 1478730060], [7, 19254728.576391354, 3470193.362404649, 1478730081], [88, 19253573.826232664, 3470122.3779859007, 1478730297], [89, 19253297.376854133, 3470022.4958748, 1478730321]]"
7284588,"425,19255410.34283628,3468769.983640384,1478254319;424,19255386.63084929,3468969.564290163,1478254439;456,19255154.624859214,3468999.455056865,1478254457;488,19255177.98588257,3469324.2353172875,1478254487;520,19255213.19750441,3469607.7952746246,1478254529;552,19255256.011903845,3469914.3333821143,1478254607;553,19255411.610081628,3469952.671121053,1478254655;585,19255646.476022728,3470231.8053780864,1478254760;617,19255655.34040536,3470508.2580981827,1478254781;649,19255414.998435795,3470809.830509778,1478254841;648,19255403.146337345,3470876.07176403,1478254853;680,19255250.381920733,3471137.6777006853,1478254898;712,19255336.88576115,3471415.1172252684,1478254937;713,19255416.25918659,3471564.885169987,1478254964;745,19255411.37932885,3471715.598464725,1478254988",15,"69,19255410.34283628,3468769.983640384, 1478254319;68,19255386.63084929,3468969.564290163, 1478254439;233,19255154.624859214,3468999.455056865, 1478254457;389,19255177.98588257,3469324.2353172875, 1478254487;335,19255213.19750441,3469607.7952746246, 1478254529;83,19255256.011903845,3469914.3333821143, 1478254607;82,19255411.610081628,3469952.671121053, 1478254655;237,19255646.476022728,3470231.8053780864, 1478254760;238,19255655.34040536,3470508.2580981827, 1478254781;239,19255414.998435795,3470809.830509778, 1478254841;599,19255403.146337345,3470876.07176403, 1478254853;598,19255250.381920733,3471137.6777006853, 1478254898;597,19255336.88576115,3471415.1172252684, 1478254937;241,19255416.25918659,3471564.885169987, 1478254964;242,19255411.37932885,3471715.598464725, 1478254988",0.2,2,3,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[[69, 19255410.34283628, 3468769.983640384, 1478254319], [68, 19255386.63084929, 3468969.564290163, 1478254439], [233, 19255154.624859214, 3468999.455056865, 1478254457], [83, 19255256.011903845, 3469914.3333821143, 1478254607], [82, 19255411.610081628, 3469952.671121053, 1478254655], [237, 19255646.476022728, 3470231.8053780864, 1478254760], [238, 19255655.34040536, 3470508.2580981827, 1478254781], [599, 19255403.146337345, 3470876.07176403, 1478254853], [598, 19255250.381920733, 3471137.6777006853, 1478254898], [597, 19255336.88576115, 3471415.1172252684, 1478254937], [241, 19255416.25918659, 3471564.885169987, 1478254964], [242, 19255411.37932885, 3471715.598464725, 1478254988]]"
5877239,"548,19253905.43335916,3470090.5508253104,1478176238;549,19254221.569981392,3470068.5962570272,1478176268;550,19254507.89896115,3470051.3972615986,1478176295;551,19254808.25141713,3470028.019585751,1478176334;552,19255145.640815217,3469985.4922724334,1478176361;553,19255472.57669405,3469945.4144652337,1478176394;554,19255728.519687887,3469910.4260077155,1478176421;522,19255865.126766533,3469895.333297192,1478176439;523,19256031.35869884,3469873.324740645,1478176535;555,19256288.31061789,3469913.364549234,1478176673",10,"86,19253905.43335916,3470090.5508253104, 1478176238;85,19254221.569981392,3470068.5962570272, 1478176268;7,19254507.89896115,3470051.3972615986, 1478176295;84,19254808.25141713,3470028.019585751, 1478176334;83,19255145.640815217,3469985.4922724334, 1478176361;82,19255472.57669405,3469945.4144652337, 1478176394;81,19255728.519687887,3469910.4260077155, 1478176421;158,19255865.126766533,3469895.333297192, 1478176439;159,19256031.35869884,3469873.324740645, 1478176535;200,19256288.31061789,3469913.364549234, 1478176673",0.3,3,3,"[0, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 0]","[[86, 19253905.43335916, 3470090.5508253104, 1478176238], [85, 19254221.569981392, 3470068.5962570272, 1478176268], [84, 19254808.25141713, 3470028.019585751, 1478176334], [82, 19255472.57669405, 3469945.4144652337, 1478176394], [81, 19255728.519687887, 3469910.4260077155, 1478176421], [159, 19256031.35869884, 3469873.324740645, 1478176535], [200, 19256288.31061789, 3469913.364549234, 1478176673]]"
2925377,"658,19258392.97491051,3470820.56021463,1478600132;690,19258171.07655041,3471106.980248994,1478600169;689,19258100.79366428,3471219.8442475083,1478600181;688,19257784.751088936,3471355.9381778548,1478600223;720,19257714.49400476,3471401.7341164164,1478600235;719,19257500.29388729,3471425.837092401,1478600256;718,19257203.16059368,3471429.0582334204,1478600283;686,19257140.16015185,3471377.367086105,1478600307;654,19257090.50092944,3471087.571637393,1478600355;653,19256901.29071817,3471081.5042667426,1478600400",10,"341,19258392.97491051,3470820.56021463, 1478600132;302,19258171.07655041,3471106.980248994, 1478600169;342,19258100.79366428,3471219.8442475083, 1478600181;491,19257784.751088936,3471355.9381778548, 1478600223;305,19257714.49400476,3471401.7341164164, 1478600235;306,19257500.29388729,3471425.837092401, 1478600256;307,19257203.16059368,3471429.0582334204, 1478600283;323,19257140.16015185,3471377.367086105, 1478600307;407,19257090.50092944,3471087.571637393, 1478600355;92,19256901.29071817,3471081.5042667426, 1478600400",0.5,2,4,"[2, 0, 0, 2, 0, 0]","[2, 0, 0, 2, 0, 0]","[[341, 19258392.97491051, 3470820.56021463, 1478600132], [491, 19257784.751088936, 3471355.9381778548, 1478600223], [305, 19257714.49400476, 3471401.7341164164, 1478600235], [306, 19257500.29388729, 3471425.837092401, 1478600256], [407, 19257090.50092944, 3471087.571637393, 1478600355], [92, 19256901.29071817, 3471081.5042667426, 1478600400]]"
3301892,"26,19260712.73144582,3465087.034241119,1478683725;25,19260488.873922884,3465007.1623708275,1478683749;57,19260249.827198066,3465100.7194816177,1478683854;56,19260203.178431816,3465232.2954075173,1478683875;55,19259885.37287944,3465198.60125698,1478683911;54,19259597.05506935,3465214.96960264,1478684004;53,19259286.794445243,3465245.302200842,1478684052;52,19258993.833401065,3465305.5111827613,1478684085;51,19258672.474840622,3465332.7005757736,1478684145;50,19258377.15193806,3465346.680413308,1478684292",10,"357,19260712.73144582,3465087.034241119, 1478683725;358,19260488.873922884,3465007.1623708275, 1478683749;223,19260249.827198066,3465100.7194816177, 1478683854;359,19260203.178431816,3465232.2954075173, 1478683875;171,19259885.37287944,3465198.60125698, 1478683911;531,19259597.05506935,3465214.96960264, 1478684004;530,19259286.794445243,3465245.302200842, 1478684052;483,19258993.833401065,3465305.5111827613, 1478684085;408,19258672.474840622,3465332.7005757736, 1478684145;450,19258377.15193806,3465346.680413308, 1478684292",0.5,2,4,"[0, 0, 0, 2, 2, 0]","[0, 0, 0, 2, 2, 0]","[[357, 19260712.73144582, 3465087.034241119, 1478683725], [358, 19260488.873922884, 3465007.1623708275, 1478683749], [223, 19260249.827198066, 3465100.7194816177, 1478683854], [359, 19260203.178431816, 3465232.2954075173, 1478683875], [530, 19259286.794445243, 3465245.302200842, 1478684052], [450, 19258377.15193806, 3465346.680413308, 1478684292]]"
3118918,"566,19259311.816493925,3470140.0698954645,1478427088;534,19259420.288560573,3469873.896032947,1478427109;502,19259560.89263061,3469503.9492898653,1478427148;472,19259914.62031456,3469097.8800239284,1478427169;440,19260018.757478457,3468995.975347592,1478427181;441,19260209.06734444,3468789.7266753963,1478427209;409,19260306.30548901,3468687.5078141512,1478427224;410,19260513.268391885,3468463.456807188,1478427251;378,19260576.78928177,3468392.444238255,1478427263;379,19260823.87026903,3468124.0099825533,1478427296",10,"317,19259311.816493925,3470140.0698954645, 1478427088;363,19259420.288560573,3469873.896032947, 1478427109;377,19259560.89263061,3469503.9492898653, 1478427148;374,19259914.62031456,3469097.8800239284, 1478427169;373,19260018.757478457,3468995.975347592, 1478427181;372,19260209.06734444,3468789.7266753963, 1478427209;371,19260306.30548901,3468687.5078141512, 1478427224;370,19260513.268391885,3468463.456807188, 1478427251;369,19260576.78928177,3468392.444238255, 1478427263;567,19260823.87026903,3468124.0099825533, 1478427296",0.6,1,6,"[6, 0, 0, 0]","[6, 0, 0, 0]","[[317, 19259311.816493925, 3470140.0698954645, 1478427088], [370, 19260513.268391885, 3468463.456807188, 1478427251], [369, 19260576.78928177, 3468392.444238255, 1478427263], [567, 19260823.87026903, 3468124.0099825533, 1478427296]]"
3735634,"678,19254505.97344953,3471305.1018781625,1478347095;646,19254649.67041029,3471092.267524411,1478347140;614,19254794.247903768,3470778.1146117263,1478347176;582,19254771.67944013,3470477.118965622,1478347207;550,19254729.102828234,3470197.8492195103,1478347234;518,19254672.86709841,3469869.026064646,1478347330;486,19254622.43074859,3469564.5324375043,1478347396;454,19254623.393582866,3469280.059120348,1478347456;422,19254759.896660574,3468988.5062771,1478347606;423,19254810.60973909,3468843.691481032,1478347627;391,19254864.10815805,3468672.387324037,1478347645;359,19254991.603407875,3468370.56833313,1478347708;327,19254848.02282361,3468074.894807436,1478347732",13,"3,19254505.97344953,3471305.1018781625, 1478347095;4,19254649.67041029,3471092.267524411, 1478347140;5,19254794.247903768,3470778.1146117263, 1478347176;6,19254771.67944013,3470477.118965622, 1478347207;7,19254729.102828234,3470197.8492195103, 1478347234;8,19254672.86709841,3469869.026064646, 1478347330;9,19254622.43074859,3469564.5324375043, 1478347396;10,19254623.393582866,3469280.059120348, 1478347456;45,19254759.896660574,3468988.5062771, 1478347606;46,19254810.60973909,3468843.691481032, 1478347627;13,19254864.10815805,3468672.387324037, 1478347645;47,19254991.603407875,3468370.56833313, 1478347708;48,19254848.02282361,3468074.894807436, 1478347732",0.6,4,5,"[0, 2, 0, 1, 1, 1, 0, 0]","[0, 2, 0, 1, 1, 1, 0, 0]","[[3, 19254505.97344953, 3471305.1018781625, 1478347095], [4, 19254649.67041029, 3471092.267524411, 1478347140], [7, 19254729.102828234, 3470197.8492195103, 1478347234], [8, 19254672.86709841, 3469869.026064646, 1478347330], [10, 19254623.393582866, 3469280.059120348, 1478347456], [46, 19254810.60973909, 3468843.691481032, 1478347627], [47, 19254991.603407875, 3468370.56833313, 1478347708], [48, 19254848.02282361, 3468074.894807436, 1478347732]]"
4038715,"405,19259212.847592447,3468637.2651155144,1478431783;437,19259138.0608504,3468703.9656692883,1478431795;405,19259051.5865276,3468695.8607077096,1478431858;404,19258988.80828523,3468621.327062564,1478431870;372,19258790.44019397,3468387.5369548737,1478431900;371,19258698.12662969,3468278.94023456,1478431957;339,19258525.824229803,3468083.054680772,1478431981;338,19258398.869167045,3467938.72460066,1478431999;306,19258271.07960625,3467795.635317636,1478432014;305,19258097.6945938,3467598.767560638,1478432032",10,"157,19259212.847592447,3468637.2651155144, 1478431783;281,19259138.0608504,3468703.9656692883, 1478431795;157,19259051.5865276,3468695.8607077096, 1478431858;123,19258988.80828523,3468621.327062564, 1478431870;122,19258790.44019397,3468387.5369548737, 1478431900;121,19258698.12662969,3468278.94023456, 1478431957;120,19258525.824229803,3468083.054680772, 1478431981;119,19258398.869167045,3467938.72460066, 1478431999;118,19258271.07960625,3467795.635317636, 1478432014;142,19258097.6945938,3467598.767560638, 1478432032",0.5,4,5,"[1, 1, 2, 1, 0]","[1, 1, 2, 1, 0]","[[157, 19259212.847592447, 3468637.2651155144, 1478431783], [157, 19259051.5865276, 3468695.8607077096, 1478431858], [122, 19258790.44019397, 3468387.5369548737, 1478431900], [119, 19258398.869167045, 3467938.72460066, 1478431999], [142, 19258097.6945938, 3467598.767560638, 1478432032]]"
5943118,"262,19254566.580029503,3467498.8011724907,1478461606;230,19254654.72908922,3467170.9484810736,1478461765;198,19254624.50056765,3466887.9230296584,1478461790;166,19254606.06748899,3466596.666473145,1478461829;134,19254574.804487493,3466279.6403909894,1478461874;102,19254541.8598512,3465990.111932757,1478461917;103,19254822.822322138,3465891.8244852764,1478461959;106,19255862.38285545,3465790.0710922745,1478462043;107,19256021.058260974,3465778.1242861585,1478462057;75,19256273.72769527,3465687.995395293,1478462088",10,"282,19254566.580029503,3467498.8011724907, 1478461606;111,19254654.72908922,3467170.9484810736, 1478461765;112,19254624.50056765,3466887.9230296584, 1478461790;113,19254606.06748899,3466596.666473145, 1478461829;114,19254574.804487493,3466279.6403909894, 1478461874;39,19254541.8598512,3465990.111932757, 1478461917;115,19254822.822322138,3465891.8244852764, 1478461959;66,19255862.38285545,3465790.0710922745, 1478462043;65,19256021.058260974,3465778.1242861585, 1478462057;234,19256273.72769527,3465687.995395293, 1478462088",0.6,2,6,"[0, 4, 2, 0]","[0, 4, 2, 0]","[[282, 19254566.580029503, 3467498.8011724907, 1478461606], [111, 19254654.72908922, 3467170.9484810736, 1478461765], [115, 19254822.822322138, 3465891.8244852764, 1478461959], [234, 19256273.72769527, 3465687.995395293, 1478462088]]"
6539832,"240,19257517.758939467,3466908.367181811,1478441983;241,19257847.020943087,3466942.5107444413,1478442025;242,19258114.96380206,3467006.6351037207,1478442103;243,19258467.597321004,3467080.230222943,1478442142;244,19258708.69448516,3467132.799843556,1478442160;277,19259014.78186588,3467202.839078233,1478442208;278,19259322.01096193,3467273.9327749754,1478442244;279,19259610.242436185,3467333.6414236724,1478442277;280,19259918.62580168,3467388.7814299087,1478442298;281,19260248.761529792,3467469.869382525,1478442322;313,19260391.24696583,3467502.248454562,1478442337",11,"139,19257517.758939467,3466908.367181811, 1478441983;258,19257847.020943087,3466942.5107444413, 1478442025;116,19258114.96380206,3467006.6351037207, 1478442103;435,19258467.597321004,3467080.230222943, 1478442142;436,19258708.69448516,3467132.799843556, 1478442160;437,19259014.78186588,3467202.839078233, 1478442208;152,19259322.01096193,3467273.9327749754, 1478442244;151,19259610.242436185,3467333.6414236724, 1478442277;150,19259918.62580168,3467388.7814299087, 1478442298;149,19260248.761529792,3467469.869382525, 1478442322;438,19260391.24696583,3467502.248454562, 1478442337",0.6,2,6,"[3, 0, 3, 0, 0]","[3, 0, 3, 0, 0]","[[139, 19257517.758939467, 3466908.367181811, 1478441983], [436, 19258708.69448516, 3467132.799843556, 1478442160], [437, 19259014.78186588, 3467202.839078233, 1478442208], [149, 19260248.761529792, 3467469.869382525, 1478442322], [438, 19260391.24696583, 3467502.248454562, 1478442337]]"
2098661,"404,19259002.17683068,3468651.600938779,1478685003;372,19258789.28729349,3468394.493249523,1478685063;371,19258700.459365256,3468282.078562816,1478685081;339,19258522.47006331,3468087.994716605,1478685120;338,19258397.847779334,3467946.802972114,1478685142;306,19258252.89239259,3467782.98306764,1478685166;305,19258090.467696235,3467646.231798731,1478685199;273,19257981.262667097,3467477.1027179863,1478685220;272,19257795.522014093,3467266.921903774,1478685256;240,19257731.97572347,3467185.685577744,1478685280;239,19257496.43306526,3467062.1035160595,1478685337;271,19257300.72821006,3467203.3603619426,1478685385;239,19257219.292252976,3467195.88154747,1478685397",13,"123,19259002.17683068,3468651.600938779, 1478685003;122,19258789.28729349,3468394.493249523, 1478685063;121,19258700.459365256,3468282.078562816, 1478685081;120,19258522.47006331,3468087.994716605, 1478685120;119,19258397.847779334,3467946.802972114, 1478685142;118,19258252.89239259,3467782.98306764, 1478685166;142,19258090.467696235,3467646.231798731, 1478685199;141,19257981.262667097,3467477.1027179863, 1478685220;140,19257795.522014093,3467266.921903774, 1478685256;139,19257731.97572347,3467185.685577744, 1478685280;56,19257496.43306526,3467062.1035160595, 1478685337;201,19257300.72821006,3467203.3603619426, 1478685385;56,19257219.292252976,3467195.88154747, 1478685397",0.4,3,4,"[0, 1, 0, 0, 1, 0, 0, 2, 0]","[0, 1, 0, 0, 1, 0, 0, 2, 0]","[[123, 19259002.17683068, 3468651.600938779, 1478685003], [122, 19258789.28729349, 3468394.493249523, 1478685063], [120, 19258522.47006331, 3468087.994716605, 1478685120], [119, 19258397.847779334, 3467946.802972114, 1478685142], [118, 19258252.89239259, 3467782.98306764, 1478685166], [141, 19257981.262667097, 3467477.1027179863, 1478685220], [140, 19257795.522014093, 3467266.921903774, 1478685256], [139, 19257731.97572347, 3467185.685577744, 1478685280], [56, 19257219.292252976, 3467195.88154747, 1478685397]]"
